id,review,aspect,sentiment
721,everything is great except that i can't read external pdfs properly. either it zooms too much of too little. for kindle books it provides great experience. battery life is awesome!,battery,positive
86,great e-reader. easy to download books. screen is easy to read from.,screen,positive
527,"it feels a bit more rugged than my original fire tablet, and i believe it is an excellent value.",price,positive
203,works great! i am looking forward to purchase more for the diffrent rooms in my house.,usability,positive
234,"i've had my other kindle fire for 5-6 years. it's still working but slowing down. i bought the updated version while it was on sale. i love it! i play games on it, download books, check my email and facebook. it's like a portable mini computer and i wouldn't be without it. i like it better than other people's tablets and you can't beat the price. i bought some for gifts and everybody loves it! i'd recommend it to people of all ages.",performance,positive
282,it is perfect as a secondary tablet for my son to take on the road.,overall,positive
15,"used it as a bluetooth speaker and love how i can use spotify with it....just say alexa, and ask for your favorite artist.....",connectivity,positive
665,alexa show is ok same technology as a tablet except voice activated,usability,positive
321,i thoroughly enjoy reading on this. that is the main reason i bought it and it fits nicely in my purse.,overall,positive
101,this echo has great sound for such a a small device. it is easy to set up and use. i am finding new tasks alexa can do each day.,usability,positive
231,does exactly what we wanted it to do. very easy voice commands.,usability,positive
137,looks pretty solid will update review as soon as gift is opened .,design,positive
261,bought it for the grandkids for christmas. like the parental controls!,overall,neutral
218,"i have had a kindle for some time and was curious about the oasis. it did not disappoint. it is very compact, even with the cover, and fits in a coat pocket. i really enjoy the size and the redesign which brings back hard buttons. great device for home or on the go.",design,positive
618,"i got this for my mother as a gift. she absolutely loves it. she was wanting a small, cheap tablet and this fit her needs.",price,positive
52,"i bought this tablet to be pretty much exclusively an e-reader. it's actually cheaper than most of the kindles. for that limited use, it works fine. i don't think i would want to use it as a general purpose table (too slow!). makes a fine e-reader though. as for recommending this to a friend, i would, but would make sure they knew what i use it for.",performance,positive
369,i can't update facebook and a few other apps. it's not what i expected.,overall,negative
636,great tablet well worth the price which was a deal on black friday,price,positive
439,"really enjoy the echo plus, this is a must have for all homes!",overall,positive
397,"thoughts of being able to have the echo ""grow"" as i added to the list of tasks, excited me. including the latest app, having it to recognize my smartphone's contact list to place and to receive calls. however, the echo i purchased does not link up to my samsung smartphone. disappointed is a understatement.",connectivity,negative
63,adds some nice tricks to the regular echo lineup. video calls to other show owners works well. speakers sound good.,sound,positive
552,"i don't recommend buying this. after 1 month of buying this, it won't charge or turn on.",battery,negative
269,i love that i have the ability to catch up on news and have this crazy thing turn on and off my lights. love it!!,overall,positive
446,needed a tough little tablet for my grandson. had it a couple of months and has held up very well.,overall,positive
45,"this kindle has made life easier by adding the micro sd card slot to enhance the memory capacity up to 128gb more than it has built in, makes it easy to switch cards so you can have your whole library on hand without slowing down the overall processing capability",performance,positive
712,"good product, great price. big improvement over my first tablet.",price,positive
417,i bought geek squad for 2 years. well after 13 months my device became broken. so the warranty came in handy. thank you knowing things happend in life.,overall,positive
558,the amazon fire tablet is a great gift for kids of all ages . ez and fun to use keeping kids entertained while giving them educational tools to use at their grade level and hire.,usability,positive
78,"this is a great reader, it feels like the best evolution of the paperwhite. the auto-brightness works fine and is unnoticeable and it feels good in the hands. the new page squeeze feature is nice as is the haptic feedback when you squeeze the bezel.the power button is also much better placed now and the glass screen makes swiping and tapping the bookmark and location corner areas much easier. the backlight is now much more uniform than my 1st gen paperwhite.the only issue i have is when displaying black blocks like the tree silhouette, i have what looks like a tiny bad pixel that kind of twinkles. and of course, this thing is expensive when compared to the paperwhite.",screen,positive
438,my nephew is going to college next year and we want to give him a gift. kindle suits it well for him to learn and study.,overall,positive
528,this is a great product at a great price i would definitely recommend this to anybody especially good for college students or people that read books etc.,price,positive
754,we love our alexia! we mostly use it for music and to control the lights.,usability,positive
463,i am pleasantly surprised at how well this works. i bought the e reader and it didn't work so i was nervous buying this kindle. but it works great and my son loves it!,overall,positive
366,"bought for my daughters dorm, good device for streaming, making calls, etc., even for quick weather report",overall,positive
128,this tablet was an upgrade from the nabi jr for my 4 year old and she really enjoys it. there are so many apps/books/videos and it entertains her much more. the only thing i would recommend is getting an additional storage product since there isnt much internally.,usability,positive
516,have been using my kindle app on my ipad for years but now can't imagine using anything besides my kindle to read. love the backlight so i can read at night.,usability,positive
260,"decent little tablet if you are not a game player. tablet shuts down and i cant get it back on when i play games for long periods of time. it's not my ipad, that's for sure.",performance,negative
760,"if you are looking for an entry level tablet, this is it.the kindle fire hd is perfect for kids!",usability,positive
566,"bought this for my 3 kids aged 9,7,and 2. they all use it with ease. they each have their own account with appropriate games. we like the protective cover that absorbs drops and falls well.",usability,neutral
364,purchased for my grandson. he loves it. when setting up be sure to update the software,overall,positive
529,"i love it!! it can do it all!! beautiful color graphics and in no time at all, i can watch a movie or play games or read my favorite novel. i love it!!",design,positive
91,"for me this tablet is an extremely good value! ipads are beautiful things, and they seem to just work really well all the time. but they are expensive! same thing with android tablets. you can get a cheap android tablet, but then you're left with a cheap tablet...poor quality displays, questionable hardware, limited support. i think amazon hit the spot with their line of fire tablets - this hd8 in particular. it's good quality, has a great display, it's quick and snappy, has great battery life. also being an android based operating system, there is flexibility like accessing storage, side loading third party apps, even installing google play (for those who begrudge the lack of that feature, it can be done). much more flexibility than you get with an apple product, at a much lower price than the industry standard samsung etc. coming from using apple products for so long, this thing is really convincing me that there are really viable options other than apple, and especially for the price, its a great introduction to a different platform. not only that, it's genuinely a good product!",overall,positive
681,i purchased this tablet for my 3 year old and he loves it! very easy to use and setup.,usability,positive
117,this is a great tablet without the steep cost of an ipad. i haven't used it too much so far but the picture and sound is pretty good and being able to stream movies/shows is quite nice.,performance,positive
619,"excellent value for my 3 yr old, everything you need plus hd and the wife can order off amazon prime, so happy wife and kid for the price cant beat it, 2nd one i have owned....",price,positive
700,very easy to use i live my fire the best purchase i have made in months,usability,positive
331,great that you can get these in different colors to differentiate from the other one!,overall,positive
502,"love this product, able to read recipes instead of just hearing them. speaker is pretty good too.",sound,positive
31,i didn't do any in depth research on this particular tablet. the price and speed were good for what i wanted it for. my only con is not being able to clear the home screen of apps or relocate them so i can see my personal home screen picture.,usability,positive
413,bought for 3 year old grandaughter. she loves it and now she won't need to steal moms tablet or phone.,overall,positive
71,i am very pleased with this purchase. it is lightweight and the smaller size enables me to carry it easily. this kindle allows me to read out in the sun without any glare. the only suggested improvement would be a lighted display to enable reading at night.,screen,positive
525,great amazon device i love these have 2 in my house they are awesome,usability,positive
676,i like the size of the device as well as the expandable storage,overall,positive
468,"the echo show feels useless after a few hours, especially without the ability to watch youtube.",usability,negative
664,"this tablet is so much easier to use than my 6"" fire. it is great for reading or eatching movies.",usability,positive
649,easy to use! just plug in and search for your favorite movies and tv shows.,usability,positive
563,this is a great tablet for the price! love the pink color!,price,positive
486,the amazon kindle is light weight and easy to use.,usability,positive
602,i bought these for my five and six-year-olds and they love the games and educational apps that come with it loaded from amazon prime for free for a whole year. great value for the money i will be referring this product to all of my friends.,price,positive
523,easy to use and teach my granddaughter not easily breakable,usability,positive
62,"what i like is it its sound, it's portable and i use it at work. the sound fills the whole office.",sound,positive
115,"first bought the dot to see if we liked it. we enjoyed it, but wanted a little more volume. when i saw that the show was much louder and had the camera we decided it was the right choice. now we have the dot in the bedroom and the show in the living room. for larger rooms the show is a great choice.",performance,positive
108,"it has great picture quality, all the applications seem to load very fast.",screen,positive
171,"pricey? yes... for serious readers and users of library e-books, completly worth it. while nothing beats a real book experience, traveling 4 days plus per week nothing beats the portability and ability to add from the library or amazon on the fly... never have to seek out light to read by (a noticeable improvement in the backlight), exceptional direct sun readability, not affected by polarized sunglasses... great battery life... great build quality... i expect it to last a long time... only upgraded as i lost my last kindle on the train.",overall,positive
100,great sound. portable. the kids love it. didn't think i would use it but i tend to use it a lot.,sound,positive
344,"this tablet is great for trips. just make sure you download games and shows on it first since it does not have internet. the case is great for kids who are rough with technology, it really takes a beating.",overall,positive
395,the kindle is good to download apps for books catch up with reading,overall,positive
581,i am very happy with the kindle fire hd 8. it is very easy to use.,usability,positive
246,i was looking everywhere for this because i lost my charger for my fire stick and i finally found it at best buy. it was a great price and works perfectly!,price,positive
374,good tablet for kids i would definitely recommend.,overall,positive
542,"i am an ""old"" traditionalist and have always read from paper or hard back books. now i don't lose what page i was on and have more shelf space where books used to be.",usability,positive
42,"it works well for me, however, my wife seems to have cold fingers, and the touch screen does not always respond. one other odd quirk. if the tablet is turned off, and you plug it in to charge it, it automatically turns on. you then have to wait until it boots, and then turn it off again. this is very annoying. before recommending to someone, i would tell them about this annoying quirk.",screen,negative
705,"i love my fire hd8 i got it because my kindle(the original) that my husband bought me died and the verizon tablet wasn't working great for me. so i came down and the agent at store showed me this one, there is a learning curve but it gets better and takes a while to learn but i love it.",usability,positive
124,"i love the echo show and this is the 3rd one i have purchased (two were presents for family at christmas). this one was for me. i love being able to hear music, connect with family via video and ask alexa questions. best purchase i could have made!",overall,positive
757,great and easy to set up. we have this in the hallway and the whole family uses it. alexa is learning what our family likes each day. my 8 yr old daughter uses it all the time as well.,usability,positive
708,we got this mostly to read books and play some games it's a cheap tablet so no problem if it gets broken don't buy the extended warranty not worthy.,price,positive
239,i got this because it was a cheap tablet. it does great for watching videos from the tablet and sound is good also. i don't like the amazon ecosystem or app store. i wish they would sell android tablets with their apps on them like they are doing with their phones.,usability,positive
611,fire tablet is very powerful for the size and does everything!,performance,positive
614,"i like the fact that it comes w/a case. it's easy for the child to operate, instructions are clear.",usability,positive
777,i go this tablet after problems with 2 samsung tablets. so far like it. all apps i use available. a little slower than previous tablets that is the only reason for the 4 stars,performance,negative
747,i would highly recommend this kindle. it is user friendly and not to big. but large enough to see easily,usability,positive
72,"i love this kindle! i had one of the first fire hd kindles that is still kicking and awesome, but when i saw this in the store i just had to have it. i think it's more user friendly and feels like it offers so many more options and functions than the fire hd i have. not to mention it dwarfs my last kindle in size. if i had to make one complaint, it's that there is not an ""auto brightness"" function (or at least i haven't found it) and you can't make your pages a cream color rather than stark white. both those options were easier on my eyes, but i am testing out the blue shade mode to see if that helps as much as it's supposed to with night time/ bed time reading. all in all, i am extremely happy with this purchase.",overall,positive
355,"this is great, my daughters first tablet and it came with everything she needed to get started. she loves the pink bumper guard and so do i for the safety.",overall,positive
430,great beginner tablet for kids i would recommend it,overall,positive
736,i bought this to replace a damaged much more expensive tablet of my daughters. great item and just as nice as the more expensive one. she absolutely loves it.,price,positive
190,"hard to use, no way to delete things from screen. need better manual. most books are impossible if they are reference books.",usability,negative
147,"i purchased two of these tablets as a gift for christmas. it has an exceptional hd screen which provides rich colors and makes it easy for those that like to read book, articles etc.",screen,positive
659,i have several around the house and love playing music on them,usability,positive
599,"this tablet is the perfect size and so easy to use. read, play games or any other purpose--it is great!",usability,positive
353,my son is a huge fan of it and i love that i can control what he watches and plays,overall,positive
157,"with a little tweaking you can install playstore without rooting. it's a great tablet, excellent color, fast, and battery lasts a very long time.",battery,positive
703,one for us one for the kids for christmas!great way to get connected!,connectivity,positive
521,bought this to start implementing smart home features. gets the job done and the screen is a nice addition.,screen,positive
406,"this thing is cool, you can do a lot of neat things with the show, hope they add more functionality to alexa though.",overall,positive
442,i just love every thing about it. its awesome to read,overall,positive
345,it is safe .. love the thick case & its fun fir my kids,overall,positive
656,"needs some improvements on being able to answer questions, but all in all its great and the sound is stellar",sound,positive
332,you can do some many things and the best part apps for free on amazon underground!,overall,positive
635,"love the echo plus. easy to set up with comparable extras, has simplified so many things in my home. takes some getting to use to but patience and practice and males all the difference.",usability,positive
324,this is my third alexa and combined with my fire tv and now the lights my couch time has increased. love the new technology!!,overall,positive
205,"fun and easy to use. music sounds great. set timers, reminders and sync your calendar. i'm giving one as a gift to my daughter so we can video chat with ""drop in"" any time.",usability,positive
734,love my kindle voyage. the size is much smaller than my older kindle and the weight is much less. this helps as i take fm kindle everywhere. love the touch screen features.,screen,positive
592,"i bought the tablet for my 2 year grand daughter. the system comes with a set of kid friendly games and allows you to put the tablet on kid mode.. this keeps her in the ""safe zone"". i also installed abc mouse. another hit program",usability,positive
307,i bought this for our kitchen where we enjoy cooking and congregating. streaming music is great and you can search for recipes just by asking alexa.,overall,positive
166,installation was easy. directions for use was excellent. best buy employees were very helpful explaining the product. best buy always makes the buying process very easy and enjoyable. looking forward to using the echo plus for many years.,usability,positive
295,we all love alexa! you can play games like jeopardy or would you rather family edition. the kids love to have alexa tell them jokes.,overall,positive
134,this is not an upgrade by any means! my three year old kindle outperformed oasis.battery life better than a week with the lights on lowest setting magnetic connector is poorly designed and grows weak two pieces to keep up with; unsnaps constantly amazon customer services promises it will resolved in an update,overall,negative
244,good tablet for basic needs. screens resolution is pretty good. mostly using for reading and sometimes for watching movies/shows. great feature is the possibility to use the card to expand the memory. good product for great price!,screen,positive
346,i wish it has some more of the apps from the play store some are just not there,overall,neutral
44,echo show easy to set up. wish it included the swivel base that is a option now. love the added video!,performance,positive
645,"can't live without this, use for email, banking, social media, reading, watching movies, tv shows, online college courses. even prints to wireless printer.",usability,positive
259,"love, love, love my echo plus! is great that it has a built in bridge...great way to start a system for your smart home!love being able to program lights to come on and off from phone...",connectivity,positive
288,"i bought this for my daughter. it's a little limited in what it can do, but she loves it. she's a little too young to understand the games, but she loves watching cartoons on it.",overall,positive
518,i bought this device for my wife and she loves it. plays videos for cooking. 1 on gift list. for sure.,overall,positive
99,"great purchase. we bought this to make it easier to turn off lights, etc. it's perfect for connecting the whole house.",connectivity,positive
297,i like it. needs more features to really become a good product. needs browsing capabilities.,overall,neutral
250,"i bought this tablet for my daughter who was turning 2 - but also because we were taking an 8 hour road trip and wanted her to be occupied. the games are very toddler user friendly and when she gets mad and throws it, it doesn't effect the tablet. my only issue is that the charger doesn't stay secure in the charger spot (sorry i don't know the technical terms haha) so sometimes i will think it is charging and in fact it is not. i recommend buying the warranty for issues like that.",battery,negative
64,"this was an xmas gift for my wife. she had wanted a pad of some sort but i just couldn't afford an ipad so i looked at the fire as an alternative. first the screen size was just what i wanted. second the price was very reasonable. third it had functions and capabilities that were suitable for my wife's skills and needs. she absolutely loves it and i actually got a compliment on my present giving. that don't happen very often let me tell you. i will recommend this she's pleased i'm pleased what else do you need? my son was able to piggyback off of this gift, and purchased her the cover to go with it. so it really worked for my family. and i made my wife happy .",overall,positive
657,"love the amazon alexa products! i have 1 show, 1 echo, 2 dots, and the tap. wish the tap had the drop-in feature. the tap does make a sound when you have the hands free enabled and say ""alexa"" instead of the blue lights on the other products. great for taking outside!",sound,positive
28,"i have had every kindle since the first and this is by far the best. the screen was already great on the voyage but the front light on this screen is more white and more evenly distributed. physical page turn buttons are so much better than none or the haptic feedback type. they didn't include the automatically adaptive front light for some reason but i don't think i'll miss it much as i was always wont to fiddle with it on the voyage anyway.but this device made me smile as soon as i held it for the first time because it has a larger bezel that you can really grip comfortably without touching the screen. maybe this isn't a big deal for most, but that is exactly why i spent the money to get this device.the other thing i was hoping for was the ability to use the upper page turn button to go forward and this device does that and even better because it is software configurable.the cover is very small and light and doesn't add much bulk like the voyage origami case does. the only downside is that it doesn't work as a hands free stand for reading.(i still wish it was waterproof)",overall,positive
160,"already an amazon consumer and user of alexa to control home automation products. the show is a great addition for us in the kitchen, displaying receipts and visualizing things that before could only be heard.",performance,positive
204,"bought this for my 4 yr. old for christmas, she loves it and is very easy to use. the battery lasts a long time",battery,positive
354,moved all the ad apps to a folder and loaded what i wanted. small size fits in my sport coat pocket.,overall,positive
551,"friend received amazon echo as gift & is enjoying it. i researched & decided on echo plus as i wanted capability to use to control home lighting. absolutely love this product! it controls lights in several rooms as well as outdoor lighting. other features, weather, news briefs, traffic are fun, but the lighting control did it for me.",usability,positive
287,"amazon kindle is always the best ebook, upgrade every new model",overall,positive
161,"at the price it is almost an impulse buy. i wanted a tablet for an upcoming trip to watch some movies, read, etc and this was at a price point that made the decision really easy. if you are used to an ipad, the fire hd is a little disappointing but it costs considerably less. it fit my needs but i felt some slugginess and several instances of needing to reboot to get certain apps to work correct. if you go in with the understanding this isn't an ipad replacement this should fit the bills for you. let's just say, after my trip i purchased an ipad pro and this item will likely be handed off to one of my children. if you have amazon prime, you do get some nice perks that make this a really nice item.",price,positive
325,"i can read books, listen to books, go on facebook, shop, search the web almost anything on my brand new kindle fire!!",overall,neutral
688,this was a surprise when we opened it up! bright and colorful!!,screen,positive
745,great gift for anyone. very easy to setup. coexist with all iot devices. alexa is awesome!,usability,positive
81,easy to use with great picture. i would recommend it to a friend.,usability,positive
727,"tablet has worked without a hitch. we bought it for my father, who is just shy of 80. with a couple of instructions, he's been using it without further assistance.",usability,positive
2,"very little set up, amazon helpful in setting up the functions. clear pictures and easy to use. take pictures both ways",usability,positive
644,"the fire tablet is great, we just bought our second. it's screen is pleanty big enough to see, but small enough to fit in my jacket pocket.",screen,positive
286,"if reading is what you do the most with your tablet, this is good choice!",overall,positive
451,"i love the internet, tweeting and facebook. no computers can complete me!! my kindle takes care of all my needs ;) !!!juju",overall,positive
315,"along with fire tv, a prime membership, an amazon music subscription, other home automation devices and the alexa app on the phone this system is very functional.",overall,positive
48,"i love that this is a real adult tablet with kids programming installed. biggest downfall is that my son has trouble switching from app to app, otherwise i'd give it 5 stars. the pull up menu eat the bottom isn't very responsive to his little hands.",usability,negative
357,only negative is the apps. thought they were from android but they're an amazon version and limited.,overall,neutral
496,great product fun to use. very easy to set up and begin useing,usability,positive
270,my granddaughter loves her tablet toddler friendly,overall,positive
340,bought this tablet for my five-year-old son he plays it every single day loves it great kid friendly tablet,overall,positive
241,"we have echos throughout the whole house and have this in the kitchen. controls lights , you can facetime , my wife uses it for recipes and it shows the videos of directions",overall,neutral
415,great little tablet for someone who is always on the go.,overall,positive
731,"bought this for my son,, the size is perfect not too small not too big. kid friendly..and easy to use. overall o rate it 5 stars..no problems to list",usability,positive
83,"this tablet does a great deal! from surfing the net, to watching movie, and using all of the music channels, this is an affordable way to stay in touch. also, i use it for ebooks for school.",usability,positive
169,"this is a great entry level tablet. it does not have all of the bells and whistles of more expensive tablets, however, at its price point the specs are quite impressive. this is an easy purchase for a small sized tablet or for a child. it is powerful enough and the screen quality is good enough. overall, i highly recommend it.",price,positive
575,"big screen,2 year old granddaughter watches sesame street and scrolls through selections....",screen,neutral
352,you can play trivia with your family and learn a lot about the world,overall,positive
777,i go this tablet after problems with 2 samsung tablets. so far like it. all apps i use available. a little slower than previous tablets that is the only reason for the 4 stars,overall,positive
180,perfect item for any place in your house. love the speaker and the different features it does.,sound,positive
122,good starter unit. easy for a beginner to use. priced low to give you a taste of the tablet world.,usability,positive
653,this does not give great answers and the connection is not that great. exchanging for a google home,connectivity,negative
336,reminded my son and i of his old early generation kindle that worked so well.,overall,positive
472,easy set up and very user friendly for my children,usability,positive
429,very impress with the echo show and all of its features,overall,neutral
492,we already love our other alexa/echo devices and this is our favorite. the drop in video chat feature is my favorite!,usability,positive
132,amazon echo show is excellent with add-on video features. the screen is smaller than i expected but meet the requirements.,screen,positive
76,i love the echo show! the only thing i dislike is it doesn't play youtube videos. not a deal breaker though.,overall,positive
