id,review,aspect,sentiment
14,"great price, great item and high quality, simple to buy on line and pick up",overall,positive
15,"used it as a bluetooth speaker and love how i can use spotify with it....just say alexa, and ask for your favorite artist.....",connectivity,positive
16,"got this on sale for 69, decent display but you can tell it is not on par with other tablets. it is great if you have prime and use their services. great speakes, makes a huge difference in audio quality. battert life is good, no complaints. i gave it 4 stars due to the play store access. there is a way around it, i do have it on here now but it took some work.",overall,positive
17,"awesome so far. have used it as alarm clock, stereo, 2nd screen for movies (while multitasking on pc), news/weather, audiobooks, and more. the news flash can repeat itself at times, but i may have subscribed to too many subcategories, but a quick alexa - next skips right ahead. still learning the variations of commands, and sometimes it hears what it wants to until i have to ar. tic. u. late. to the point of annoyance, but hey, this is still relatively new tech, and who would have imagined this 20 years or more ago",overall,positive
18,works great. very responsive and quick. i love tying the whole house together with this and the echoes.,performance,positive
19,love the new video version ! easy to setup and great to use!,usability,positive
20,i was literally still using my first gen kindle fire and finally upgraded. i love the new one. the only negative is the speakers. my first one is louder than this one.,sound,negative
21,"i love my new kindle. the size is perfect. it fits right in my purse. easy to navigate and i love the touch screen. i am able to read outside without a glare. only flaw is that it is not backlit, so in order to read in the dark i need a book light. i don't mind that so much, i just wish kindle would come out with a case for this kindle with a built in book light like they did for the first generation kindle.",screen,negative
22,we bought this for our 2 yr old granddaughter and she loves it! it has so many apps and videos for her to watch. i would definitely recommend this to anyone who is looking for a tablet for a child.,usability,positive
23,"it a great product..,. the quality is awesome the pictures is good and clear...",build_quality,positive
24,"love the echo show so much! easy to use, connects to your mobil phone to easily call people!",usability,positive
25,love playing music and talking to alexa and looking at my camera three the screen,overall,positive
26,"i bought two of these as a birthday gift for my niece and nephew. they absolutely love them. they use it all the time to play games and music. great deal, great price love itl:)",price,positive
27,"this is my first fire kindle. i love it. it is fast, and has good internet. it gives me quick access to all my kindle library. i found out it's easier to scroll through the pages than when using kindle touch.",performance,positive
28,"i have had every kindle since the first and this is by far the best. the screen was already great on the voyage but the front light on this screen is more white and more evenly distributed. physical page turn buttons are so much better than none or the haptic feedback type. they didn't include the automatically adaptive front light for some reason but i don't think i'll miss it much as i was always wont to fiddle with it on the voyage anyway.but this device made me smile as soon as i held it for the first time because it has a larger bezel that you can really grip comfortably without touching the screen. maybe this isn't a big deal for most, but that is exactly why i spent the money to get this device.the other thing i was hoping for was the ability to use the upper page turn button to go forward and this device does that and even better because it is software configurable.the cover is very small and light and doesn't add much bulk like the voyage origami case does. the only downside is that it doesn't work as a hands free stand for reading.(i still wish it was waterproof)",overall,positive
29,is it operate my wife loves it my granddaughter knows how to operate a good sounding bluetooth speaker great freedom it even tells knock knock jokes in makes my granddaughter crack up that makes it worth every penny i paid useful to recommend to anybody,overall,positive
30,this is a great tablet. my grandson uses it to watch his cartoons. we also have abc mouse that he uses on it. it's very durable and he loves it!!,build_quality,positive
31,i didn't do any in depth research on this particular tablet. the price and speed were good for what i wanted it for. my only con is not being able to clear the home screen of apps or relocate them so i can see my personal home screen picture.,usability,positive
32,i love my tablet. it is super easy and loads fast.,performance,positive
33,"as i age, it's difficult for me to see the smaller screens so when this one came out .... i was delighted!!! love playing my games!!!",screen,positive
34,"bought this tablet for a child at christmas. after days of research, this tablet seemed to be the best buy of the lot. it had a good processor, decent memory, and good reviews. it should be exactly what a 12 year old would need in a tablet at a great price.",performance,positive
35,"i bought the fire because i had heard it was a good tablet. so when i bought it, i was wondering if it lived up to the hype. it does. its fast and easy to use. i put netflix on it and watch series i missed. only downside is that i had to register for a trial of prime.",usability,positive
36,my dad uses this as a speaker for the tv ...and loves it. he does use it in the traditional alexa way...but the speaker option he discovered is an added benefit.,sound,positive
37,i purchased this as present for a friend and since i have an echo i can video chat with her to check in. the quality of the video is great.,screen,positive
38,"this is a great tablet. it has amazing storage. i use mine daily. great for reading, surfing the web and games. the one small thing i don't like is amazon prime shows are a bit dark for some reason. hulu and netflix work wonderful.",performance,positive
39,"i was a little skeptical at first about the amazon tap but after discovering how easy it was to set up, i was able to connect to my music library with ease! great sound and nice to have the portability to take with me!",performance,positive
40,"i love that you can read books as well as play games with this tablet. i bought 2 of them for my little boy and girl. we just charge them up and let them play with them in the car on road trips. they are quite!!! the only thing is, i wish they would have a section of games that can be played without wifi. some of the apps need wifi to run and some do not. overall though, i love this tablet!",performance,positive
41,"bought 2 of these for my 6 and 8 yr old and it said it came with 32gb storage but actual storage was a little less, cant remember exactly how much probably around 20gb with the other necessary programs that come already pre-installed. they mainly use it for games and have downloaded many games on them. there is room for external storage and it also has a front and rear camera. love the product. comes in different color as well. i got the blue!",usability,positive
42,"it works well for me, however, my wife seems to have cold fingers, and the touch screen does not always respond. one other odd quirk. if the tablet is turned off, and you plug it in to charge it, it automatically turns on. you then have to wait until it boots, and then turn it off again. this is very annoying. before recommending to someone, i would tell them about this annoying quirk.",screen,negative
43,the touch is a great device to control connected home products. perfect for outside use for prime music also.,connectivity,positive
44,echo show easy to set up. wish it included the swivel base that is a option now. love the added video!,performance,positive
45,"this kindle has made life easier by adding the micro sd card slot to enhance the memory capacity up to 128gb more than it has built in, makes it easy to switch cards so you can have your whole library on hand without slowing down the overall processing capability",performance,positive
46,"we bought one of these for our 2 year old a few months ago and we liked it so much we bought one as a christmas present for a 65 year old parent. it obviously isn't the highest quality tablet on the market, but it very responsive and gets the job done. and, you can't beat the price; just a great value.",price,positive
47,i bought an amazon fire 7 tablet for my 7 year old granddaughter and she loves it. it is easy to operate and charge.,usability,positive
48,"i love that this is a real adult tablet with kids programming installed. biggest downfall is that my son has trouble switching from app to app, otherwise i'd give it 5 stars. the pull up menu eat the bottom isn't very responsive to his little hands.",usability,negative
49,light to carry and good picture quality. this was purchased for a hearing impaired person to download video in american sign language . this product was easy to maneuver for someone that was not use to a tablet.,usability,positive
50,"great over all tablet! good build quality, but cheap enough for the kids to use / loose. really a plus for travel. install vlc media player from the amazon app store, and then you have unlimited movie options for up to12 hours. add some head phones and that 6 hour trip to disneyland, well it's so much more tranquil for the adults.",overall,positive
51,the fire tablets are by far the best value on the market. they are parent friendly with the parental controls and kid friendly with he ease of use.,overall,positive
52,"i bought this tablet to be pretty much exclusively an e-reader. it's actually cheaper than most of the kindles. for that limited use, it works fine. i don't think i would want to use it as a general purpose table (too slow!). makes a fine e-reader though. as for recommending this to a friend, i would, but would make sure they knew what i use it for.",performance,positive
53,"i bought for the wife for a christmas present to replace her old barnes and noble nook . she loves it , its lighter,faster and has a lot of newer apps on it . great cheap reader.",performance,positive
54,this is a great tablet for the price. i have one that i purchased a few years ago and use it much more than my laptop. recently purchased two more for gifts.,price,positive
55,the screen is a great upgrade. music lyrics are displayed with good quality speakers. very convenient for recipes and you can make hands free calls with great audio quality. great product!,sound,positive
56,"the tap is essentially a smaller version of the echo that has alexa capability like echo does, but also doubles as a portable bluetooth speaker. you do need to tap it to ask alexa to do anything, but otherwise it works the same as echo. i prefer the echo, but the tap is great for college students and those who just want to supplement their echo.",overall,positive
57,"i love my amazon fire hd 8. it's not too small and not too big. i was looking at other tablets, and decided on the amazon fire hd 8 because of the price, and because i have amazon prime, i purchased it online at best buy, and then picked it up at the store on black friday. it is my first tablet, and so i wanted to start with one that i can have fun with, and i am. i do have a laptop for important things.",design,positive
58,this was a gift for mom. she enjoys that it's easy to use and has good picture and sound quality. the price was also great,usability,positive
59,love my new kindle fire. this replaces my old one and is just as good. videos are as good as my tv with cable. well with every penny spent and better deal than when i tried amazon.,performance,positive
60,"the show is the new alexa device with a video screen. i like being able to see a screen when you ask questions, and you can view videos too. i also like that you can see the temperature, and date without having to ask. i like you can view a video of a recipe, not just see text. the one item missing from this great device is the capability to hook it up to your surround audio system.i have two dots and love them. the show would be perfect if i could also hook it up to my audio system. even though this feature does not exist, it still is a great product.",overall,positive
61,so easy to use super clear can't. beat the price all around great buy,overall,positive
62,"what i like is it its sound, it's portable and i use it at work. the sound fills the whole office.",sound,positive
63,adds some nice tricks to the regular echo lineup. video calls to other show owners works well. speakers sound good.,sound,positive
64,"this was an xmas gift for my wife. she had wanted a pad of some sort but i just couldn't afford an ipad so i looked at the fire as an alternative. first the screen size was just what i wanted. second the price was very reasonable. third it had functions and capabilities that were suitable for my wife's skills and needs. she absolutely loves it and i actually got a compliment on my present giving. that don't happen very often let me tell you. i will recommend this she's pleased i'm pleased what else do you need? my son was able to piggyback off of this gift, and purchased her the cover to go with it. so it really worked for my family. and i made my wife happy .",overall,positive
65,"i would like to say this is my best tablet i have ever buy till now. i will rate it more then ipad mini. its best with battery, wifi, touchscreen, sound etc. i had other tablet for my kids earlier, but after having fire hd8, i will not recommend or like to go for any other brand in future. you can't get such good quality product in such less price. i am really very happy on my right decision to choose fire hd8 for my family and kids.",overall,positive
66,it has great speakers and is very easy to set up love my echo,sound,positive
67,"enjoy my summer reading and a regular tablet just will not do. initially disappointed by the small size, but i quickly learned to appreciate it. very portable and convenient. i wanted something easy on the eyes with a 3g connection so i did not have to be connected to wifi to download books. was a bit more then i wanted to pay but feel i will get good use out of it.",connectivity,positive
68,i bought this tab for my daughter's birthday.its got a good screen and sound for the price. i also play for the children's app freetime which is perfect for her.,performance,positive
69,"this is my third echo, and the video screen is a nice addition. i'd like to give it 4.5 stars, but not an option. the only thing that's is not as good as my previous ones is that i feel the microphone does not understand me as well. also, at this point the screen has a lot of potential but not much is implemented yet. (e.g. watch cable tv over internet).",screen,positive
70,"great little tablet, easy to use for kids. wish the battery was bigger. overall not a bad purchase.",usability,positive
71,i am very pleased with this purchase. it is lightweight and the smaller size enables me to carry it easily. this kindle allows me to read out in the sun without any glare. the only suggested improvement would be a lighted display to enable reading at night.,screen,positive
72,"i love this kindle! i had one of the first fire hd kindles that is still kicking and awesome, but when i saw this in the store i just had to have it. i think it's more user friendly and feels like it offers so many more options and functions than the fire hd i have. not to mention it dwarfs my last kindle in size. if i had to make one complaint, it's that there is not an ""auto brightness"" function (or at least i haven't found it) and you can't make your pages a cream color rather than stark white. both those options were easier on my eyes, but i am testing out the blue shade mode to see if that helps as much as it's supposed to with night time/ bed time reading. all in all, i am extremely happy with this purchase.",overall,positive
73,"this is a great, easy to use tablet for the price.",usability,positive
74,"bought a few kindles in the past but this time one of it came defective. the port was bent and it was hard to charge but still possible. comes in 4 different color. was 16gb enough space for kids, has camera, ok quality not the best but ok for pics taken by kids",overall,neutral
75,i upgraded from echo and have no regrets. i didn't liked design from day 1 but after mounting on the wall the screen looks good. i like it more then i except it. much easier for reordering or shopping on amazon.,design,positive
76,i love the echo show! the only thing i dislike is it doesn't play youtube videos. not a deal breaker though.,overall,positive
77,"this is the second one i've bought for my kids. the each have their own tablet now. as a parent i like that i can set limits...such as screen time, reading, videos etc. you can control everything. it can be educational aswell. their is alot of educational apps on the device to download. such as wikipedia,farmers almanac etc. patents should look through and discover apps with the kids to get full use of the tablet. it continues to update regularly.",usability,positive
78,"this is a great reader, it feels like the best evolution of the paperwhite. the auto-brightness works fine and is unnoticeable and it feels good in the hands. the new page squeeze feature is nice as is the haptic feedback when you squeeze the bezel.the power button is also much better placed now and the glass screen makes swiping and tapping the bookmark and location corner areas much easier. the backlight is now much more uniform than my 1st gen paperwhite.the only issue i have is when displaying black blocks like the tree silhouette, i have what looks like a tiny bad pixel that kind of twinkles. and of course, this thing is expensive when compared to the paperwhite.",screen,positive
79,"i'm very happy with my kindle fire. beyond being able to read books, it does all sorts of things and is able to download a huge variety of apps. it also holds a charge very long. the size is perfect and portable, yet the screen is much larger than a smartphone, which i love. i would definitely recommend this tablet to others!",battery,positive
80,"searched around for the perfect tablet for my 3 year old. after testing tablets in stores and reading reviews online the kids fire stood out. the 2 year warranty and free year access to kids content is amazing. the soft foam case provides coverage for drops, the battery life is good for a few hours of play time and the charge time is quick after. for the money this tablet cannot be beat , only minor issue ive noticed is having connection issue with networks at times but this is can be fixed by disconcerting and reconnecting to network. overall this is a best buy for the money, tablet can also be used for adults when you exit the free time app.",overall,positive
81,easy to use with great picture. i would recommend it to a friend.,usability,positive
82,"i bought this device for my girlfriend to use in the kitchen so she could look up and see recipes and instructions when trying new food dishes. the device is great for this. we also love being able to listen to music, world news, search for items or products and easily order items from this device. we also are able to connect other devices and operate lights in the home. it does so much more. i think this is a great device for the home.",usability,positive
83,"this tablet does a great deal! from surfing the net, to watching movie, and using all of the music channels, this is an affordable way to stay in touch. also, i use it for ebooks for school.",usability,positive
84,"smartphone works on the job for me, but with the fire i can read instructions and worksheets. it is a useful tool for connecting with both friends and colleagues. 8-inches is the right size for holding in hand and carrying with you. gives me the information, beats printing everything out, or carrying around a large laptop.",connectivity,neutral
85,"this amazon echo is very user friendly, and provides hours of entertainment, with anything from recipes, news, videos, and amazon music with the lyrics is like having your own karaoke.",usability,positive
86,great e-reader. easy to download books. screen is easy to read from.,screen,positive
87,"i was very impressed with the functionality of my amazon echo. very useful to have around the house and for the discounted price, it a steal!",price,positive
88,this speaker has great sound and is very easy to use.,sound,positive
89,very pleased. based upon reviews i did expect the speaker to be louder and have a bit better sound but not a big deal. for big sound just turn on the stereo.,overall,positive
90,i do like the alexa stuff and how it can connect to my phone. plan on getting the door bell video stuff next.,overall,positive
91,"for me this tablet is an extremely good value! ipads are beautiful things, and they seem to just work really well all the time. but they are expensive! same thing with android tablets. you can get a cheap android tablet, but then you're left with a cheap tablet...poor quality displays, questionable hardware, limited support. i think amazon hit the spot with their line of fire tablets - this hd8 in particular. it's good quality, has a great display, it's quick and snappy, has great battery life. also being an android based operating system, there is flexibility like accessing storage, side loading third party apps, even installing google play (for those who begrudge the lack of that feature, it can be done). much more flexibility than you get with an apple product, at a much lower price than the industry standard samsung etc. coming from using apple products for so long, this thing is really convincing me that there are really viable options other than apple, and especially for the price, its a great introduction to a different platform. not only that, it's genuinely a good product!",overall,positive
92,"it can stream music really well and not just from amazon.i was expecting it to be smart like watson, but it is more like an blank stare. amazon should look into predicting questions like during 2017 superbowl play offs. alexa was unable to display or update the play off brackets. it understands my voice really well, were most telephone automated assistants rarely get what i am saying. it want pair to my portable bluetooth speaker. it will pair to my cell phone, but only to receive music from it.the audio quality is varies with amplitude. with low amplitudes alexa has booming sound making it hard to understand from across the room, but an amplitude setting of about 50% the audio becomes clear and understandable. i really like playing games like jeopardy with alexa. no climbing through the closet to find a box anymore, and when you do find it box half the pieces are missing.",sound,positive
93,recently upgraded from alexa 1st generation. really like the video screen and how much more it can do,screen,positive
94,very good tablet for the price economical and the ability to carry in backpack,price,positive
95,i bought this because the package said it was a fast charger only to find it charges at normal speed... that was disappointing. i'm pretty sure i'm not doing anything wrong. it seems pretty self explanatory... :/,battery,negative
96,great sound for the money. easy to set up also have a dot that i like,price,positive
97,prior to using the device i decided to recharge it to 100% and was shocked to find out that it takes 6 hours. unless you have a lot of time don't buy this device.,battery,negative
98,still figuring out what all i can do with it but the echo was extremely easy to hook up. the instructions that came with it made everything very clear. the speaker doesnt get room filling loud if you want to play music but thankfully it has an audio out jack so i just hooked it up to some speakers.,sound,positive
99,"great purchase. we bought this to make it easier to turn off lights, etc. it's perfect for connecting the whole house.",connectivity,positive
100,great sound. portable. the kids love it. didn't think i would use it but i tend to use it a lot.,sound,positive
101,this echo has great sound for such a a small device. it is easy to set up and use. i am finding new tasks alexa can do each day.,usability,positive
102,not a very responsive program. very limited information program. not user friendly.,performance,negative
103,"i would recommend this to all of our friends and family. it's worth every penny. good warranty, comes with a free subscription, works quickly and is very durable!",overall,positive
104,got this for my dad for christmas. he likes that the speakers sound better. he also enjoys being able to make video calls with it.,sound,positive
105,"amazing. i seriously didn't know what i was missing until i got the amazon show. while i have alex echo (and love this), having a screen that can connect to other smart home devices is amazing. i love the jokes, random questions i can ask or telling me the weather. its essential in our house now.",connectivity,positive
106,the device is extremely useful for all those who choose to have a smart/connected home. the built-in hub helps you to connect your devices easier than not having it. i would recommend this device especially if you have a prime membership.,connectivity,positive
107,"this is a great product. i also have a dot but the ability take this anywhere is a huge bonus, the hands free mode works just like the dot, and the sound is great. i use the tap all the time; working on projects, making shopping lists, playing games, to turning on the lights. i looked at the echo but even with a battery pack it didn't seem very mobile.",usability,positive
108,"it has great picture quality, all the applications seem to load very fast.",screen,positive
109,"i was a little hesitant to spend the money to get this but i am so glad i did! alexa always answers when i say the commands and i have noticed it is probably 95% right with any command that i have given. love the fact that i can see things on the screen. some of my news briefings have a picture/video so that's nice too. we also love the video call option. planning on getting one for my grandma who is not as technologically advanced, and could just sit at a table and talk with the grandkids. worth every penny.",overall,positive
110,"this kindle is so overloaded with apps that i will never use. despite what one of best buys' associates said, you cannot remove any of the amazon apps. the apps take up too much of the memory. i have an i pad and love but bought this as a backup for work. unfortunately, it bogs down. i also don't like that amazon wants access to too much info to set up email, so i won't use this for emails either. i will likely sell it on craig's list for less than half of what i paid for it.",performance,negative
111,"good quality little tablet, great for kids. locked down and does not run full android so you cannot use google play store apps.",build_quality,positive
112,my son uses this tablet for movies and music and to surf the internet. for the money it has been fantastic.,price,positive
113,got one for my 4yr old. she loves it. it's very durable. i love that i can switch accounts and use it for myself too.,build_quality,positive
114,"i like having the screen and being able to see things like weather reports, etc. still not using it to its full potential, but we have it controlling a couple of lamps, giving us weather reports, setting timers and alarms. it's making me lazy! sometimes it doesn't hear my voice. hears my husband's voice better. i find it best to put it pretty close to me on a side table.",screen,positive
115,"first bought the dot to see if we liked it. we enjoyed it, but wanted a little more volume. when i saw that the show was much louder and had the camera we decided it was the right choice. now we have the dot in the bedroom and the show in the living room. for larger rooms the show is a great choice.",performance,positive
116,did not expect this kind of quality for the price i paid. very surprised. nice product.,build_quality,positive
117,this is a great tablet without the steep cost of an ipad. i haven't used it too much so far but the picture and sound is pretty good and being able to stream movies/shows is quite nice.,performance,positive
118,"definitely easy on the eyes for long reading sessions, especially when compared to the lcd screens of smart phones and tablets. the only issues we had were that it drops the connection to our wifi network and then won't connect to the kindle store. i don't think it's an issue with my network since all our other devices don't have the connectivity issues we had with this.",connectivity,negative
119,good speaker. 8 hour battery. good price. excellent quality in how it is made.,battery,positive
120,"i have had the echo show for about a month now. so this review is from a new user whom has never had smart devices aside from cell phones. alexa is great for listening to music, most of it free if you're an amazon prime member, pair your echo device with a bluetooth speaker for awesome sound. alexa works well with smart home devices such as light bulbs, outlets and thermostat. (most of these are really easy to set up, so you don't have to be a very technical person.) all of which can be voice controlled or remotely via the alexa app from your smart phone. if you have a friend with an echo show, you can make video calls via the devices or directly to a smart phone which is pretty awesome for family and friends whom live far away. as far as answering questions, do not expect the best answers. the bing search engine needs some work. if you want to ask the questions she prompts you with on an echo show, she's your girl, but if you want to know something, you might have to look it up yourself. ie; weather forecast, you get whatever bing uses and the short version. if bing would expand their horizons in searches, i would definitely 5 star this item. she does fairly well with recipes and shopping lists. i am going to be trying out the calendar sync portion of this with my wife after the holidays. all in all, very fun, helpful, item. it can order you pizza too.",overall,positive
121,awesome all around product - great picture and like the voice control.,performance,positive
122,good starter unit. easy for a beginner to use. priced low to give you a taste of the tablet world.,usability,positive
123,"i purchased this on black friday because i could pass on the price. the tablet works great for basic internet needs and great for shopping on amazon. if i were to purchase another android tablet, i will look for something with a little more power since this tablet slows when multi-tasking.",overall,positive
124,"i love the echo show and this is the 3rd one i have purchased (two were presents for family at christmas). this one was for me. i love being able to hear music, connect with family via video and ask alexa questions. best purchase i could have made!",overall,positive
125,has been very durable with kids and easy to use. great product for price.,usability,positive
126,"i got this tablet for my mother and cousins. it's been very speedy to my surprise, not as fast as a high end tablet but no lag and a very nice 720p display with good build quality. would definitely recommend if your looking for an affordable tablet",performance,positive
127,"great quality, great price and best of all has good sound.",overall,positive
128,this tablet was an upgrade from the nabi jr for my 4 year old and she really enjoys it. there are so many apps/books/videos and it entertains her much more. the only thing i would recommend is getting an additional storage product since there isnt much internally.,usability,positive
129,"this does the same stuff as the traditional echo or echo dot, except it has a screen. if you already liked the echo's this is a good addition. the addition of the screen is neat, but certainly not essential. you can see daily news headlines and the weather scroll across the screen. you can watch any arlo or similar cameras on it. you can watch youtube and amazon video as well, but you'll probably just watch that on a phone, tablet or tv instead.",overall,positive
130,this is a superb tablet for the price. it doesn't come with the android operating system. it has amazon's operating system. the battery last a good long time and apps run very fast. i would recommend this to anyone who wants a tablet.,battery,positive
131,"i got it on a pretty good sale... so i feel it was worth it. the sound is good, i like that it's portable and rechargeable. i think it is best if you have a prime account so you have access to the prime music.",overall,positive
132,amazon echo show is excellent with add-on video features. the screen is smaller than i expected but meet the requirements.,screen,positive
133,i've purchased a number of kindle fire products for family over the past several years and continue to use them. easy to use for even my youngest grandchildren or my 87 year old mother-in-law which they use as a reader and for games. an overall good value.,usability,positive
134,this is not an upgrade by any means! my three year old kindle outperformed oasis.battery life better than a week with the lights on lowest setting magnetic connector is poorly designed and grows weak two pieces to keep up with; unsnaps constantly amazon customer services promises it will resolved in an update,overall,negative
135,works well worth the price good quality product have not had a problem,overall,positive
136,for the price this is a great works well the for the price display is hd love it,price,positive
137,looks pretty solid will update review as soon as gift is opened .,design,positive
138,looking at the picture and seeing it was 8th generation i assumed it would be a great device. i had an original kindle but i stopped using it because it wasn't backlit. i thought an 8th generation would be backlit and the picture makes it look backlit but it is not. after 25 minutes on the phone with amazon trying to make it brighter the technician finally realized that 8th generation is not supported with backlights. i took it back to target and purchased the paperwhite which was more money but definitely worth it. the 8th generation one is smaller so i assumed that was the reason for the price difference. target made the experience pleasant.,screen,negative
139,"amazon and philips hue work great together. very easy setup. the only drawback is using these bulbs on a non-philips dimmer switch. the bulbs flicker a bit, even when it's set to full on",usability,positive
140,so i was looking for a bluetooth speaker for my part time job. a guy i work with at bestbuy showed me his amazon tap speaker and it was awesome! i loved u can hook it up via wifi and stream music and such. its portable its got clean and crisp sound. it also can leave the phone i had my phone placed upstairs and i was in the basement with the speaker and it was still connected. its very easy to use i have no complants about this speaker at all,connectivity,positive
141,the kindle is great not only is it a reader its bascially a computer. it connects to the internet it takes pictures and has many other great features.,overall,positive
142,"daughter uses it constantly for games, texting, web surfing, and email. great alternative to more expensive devices.",overall,positive
143,works great. easy to use. fast. great for the whole family.,usability,positive
144,great for little kids the case on it is amazing. my daughter loves it. only thing i would change is the sound a little louder and screen a little bigger.,design,positive
145,"i wasn't sure i would use this item when i purchased it for my family. however, i just signed up for amazon unlimited music after testing it on radio stations and playing games with the grandkids. i want to hook up the lighting feature as well. speaker is excellent quality and quite enjoyable to listen to.",overall,positive
146,"loved my husbands 4th generation disappointed in my 5th generation. 4th generation has 2 speakers and sound is much louder than the current 5th generation. i purchased this expecting the same quality in sound, or better, since i use the kindle to watch my tv shows.",sound,negative
147,"i purchased two of these tablets as a gift for christmas. it has an exceptional hd screen which provides rich colors and makes it easy for those that like to read book, articles etc.",screen,positive
148,my daughter picked this tablet after her hd fire battery would no longer work. the insurance kicked in and she picked this one instead of the hd. she wanted more memory for her music does not use it to watch movies really. she loves the blue color and is working just perfect for her.,design,positive
149,great sharp pictures and easy navigation. enjoy the different background option for my books.,screen,positive
150,"the new design, compared to my old kindle paperwhite and voyage, looked weird when i first got my kindle oasis. after i used it for a while (5 hours), i felt the design was kind of make sense. when i hold it with one hand (right hand), the centre of gravity position was right in my hand, so there was less change that i drop the kindle on my face(when i was laying on my bed, it happened a lot with my kindle voyage)",design,positive
151,"i bought this tablet for my son. he damaged the previous one but it was good for his purpose. he loves to play the minecraft app and can read a book with ease. i don't have a tablet for myself. if i did, i would get the fire. all i would really need it for would be to surf the web and use the apps. for the price, u can't go wrong.",price,positive
152,i bought this as an affordable alternative to the ipad mini. i liked the expandable storage option and size. super easy to use. unfortunately granddaughter wanted and ipad mini to go with her other apple products. so i ended up returning it. in hindsight i should've kept it for myself.,usability,positive
153,use it in bathroom to listen to my amazon music and with alexa you can control it with just your voice,usability,positive
154,"i had reservations for the purchase of this echo show, they quickly eroded after setting it up and using it now since christmas day. everyone in my family loves the camera function, sound quality, picture resolution and basically everything about it!it isn't totally perfected yet but it is a work in progress when it comes to the skills and how you choose to use this device since it is definitely designed for amazon and their customers. versatile enough so that everyone could find something to enjoy from music, pictures, videos to having your favorite book read to you. one of my favorite features are the ole time radio series offered in the skills. takes you back in time as you relax and very similar to a good book. just my preference and it does offer much more and new skills are daily being added. although we have several echo dots everywhere, my 6yo loves to come to the echo show to hear her music or to see new pictures uploaded to our cloud. the sound is amazing for its size, that's a huge plus. pictures are dynamic and so far the only issue with me anyway is it's shape. slightly odd but it seems to blend into our decor pretty well. hopefully newer and even better skills will be made as this is a real gem in the rough with tons of applications still ahead that it can be used for. i have it connected to our home security system, robot vacuum cleaner and at times to my cell phone. taken all together it is useful, fun and a nice addition for our gadget loaded home.",overall,positive
155,i really enjoy using alexa even watch videos utube many things it's worth buying,performance,positive
156,i never owned a kindle before. this was easy to setup and get going.it also looks really good. the text is super easy to read even at smaller fonts. i also really like the buttons on the side that turn the pages because it is a lot easier to flip pages compared to tapping the screen.,usability,positive
157,"with a little tweaking you can install playstore without rooting. it's a great tablet, excellent color, fast, and battery lasts a very long time.",battery,positive
